building_id,building_name,time_period,energy_consumption,energy_type,unit
KT0045(2),卓越研究大樓,2023-4,323647.48,electricity,kWh
AT4030,學生第二活動中心,2023-4,78369.17,electricity,kWh
AT4030-1,管院二號館,2023-4,35366.67,electricity,kWh
AT4024,展書樓,2023-4,53177.69,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-4,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-4,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-4,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-4,---,electricity,kWh
AT4023,地質系,2023-4,103161.22,electricity,kWh
AT4027-A,幼稚園,2023-4,3005.66,electricity,kWh
AT4016,園藝系造園館,2023-4,4370.89,electricity,kWh
AT4020,食科館,2023-4,39558.82,electricity,kWh
AT4021,園產加工廠,2023-4,15812.22,electricity,kWh
AT4034,食科所食品研發大樓,2023-4,19500.56,electricity,kWh
AT4019,大氣系A、B館,2023-4,20159.52,electricity,kWh
AT4032,園藝系精密溫室,2023-4,23588.79,electricity,kWh
AT4032(1),轉殖溫室,2023-4,13194.56,electricity,kWh
AT4032(2),精密溫室,2023-4,10394.23,electricity,kWh
AT4002,環工所,2023-4,28985.12,electricity,kWh
AT4003,工科海洋系,2023-4,63767.94,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-4,15787.61,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-4,4780.64,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-4,6140.45,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-4,13445.88,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-4,3566.07,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-4,1932.21,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-4,29843.4,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-4,5154.84,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-4,4395.76,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-4,4841.63,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-4,5952.33,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-4,5836.92,electricity,kWh
AT5041,動物醫院,2023-4,76857.38,electricity,kWh
AT5037,動科系,2023-4,105826.5,electricity,kWh
AT5014(3),生技中心,2023-4,96837.94,electricity,kWh
AT5039,昆蟲館,2023-4,9333.19,electricity,kWh
AT5043,土木研究大樓,2023-4,59687.9,electricity,kWh
AT6011(1),環安衛中心,2023-4,13742.5,electricity,kWh
AT6011(2),環工所,2023-4,37844,electricity,kWh
AT6015,動物實驗中心,2023-4,153141,electricity,kWh
AT3035,國青舍（研三舍）,2023-4,59568.25,electricity,kWh
AT1039,體育館,2023-4,204537.93,electricity,kWh
AT4025,管理學院1號館,2023-4,58473.53,electricity,kWh
AT4018,地理系,2023-4,18769.5,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-4,4652.43,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-4,629.46,electricity,kWh
AT4018-A(4),浩翰樓,2023-4,59914.68,electricity,kWh
AT4039,立體機車停車場總用電,2023-4,16327.35,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-4,8433.03,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-4,5761.73,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-4,2132.59,electricity,kWh
AT5041-1,獸醫二館,2023-4,42017.44,electricity,kWh
AT4035,明達館,2023-4,62128.4,electricity,kWh
AT4035(1),明達館停車場,2023-4,1092.77,electricity,kWh
AT4035(3),明達2F保管組場地,2023-4,4798.29,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-4,1406.51,electricity,kWh
AT4031(1),生科館停車場,2023-4,1562.44,electricity,kWh
AT4031(3),生科館,2023-4,416759.84,electricity,kWh
AT4038,禮賢樓總用電,2023-4,312079.29,electricity,kWh
BT1010,經研大樓,2023-4,2036.39,electricity,kWh
BT1011,徐州校區國際會議廳,2023-4,609.3,electricity,kWh
BT1012,法學院社科圖書館,2023-4,1094.84,electricity,kWh
AT4010,農業試驗場,2023-4,21044.57,electricity,kWh
AT4010-B,種子研究室,2023-4,828.25,electricity,kWh
AT4009-A,人工氣候室,2023-4,114496.81,electricity,kWh
AT1018,數學館,2023-5,17551.63,electricity,kWh
AT1019,新數學研究中心,2023-5,7340.38,electricity,kWh
AT1020,-新生大樓-,2023-5,35120.43,electricity,kWh
AN1022,生化所,2023-5,79585.68,electricity,kWh
AT1023,電機一館,2023-5,58827.26,electricity,kWh
AT1040,化學館,2023-5,357052.92,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-5,9919.43,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-5,347133.49,electricity,kWh
AT1042,積學館,2023-5,254682.98,electricity,kWh
AT1044,博雅館,2023-5,64752.11,electricity,kWh
AT1017,思亮館,2023-5,56369.94,electricity,kWh
AN1024,-原分所-,2023-5,282275.04,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-5,5504.75,electricity,kWh
AT1038(2),凝態物理科學館,2023-5,568909.89,electricity,kWh
AT1033,心理南研究大樓,2023-5,10060.16,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-5,52576.31,electricity,kWh
AT1034,心理系北館,2023-5,38980.34,electricity,kWh
AT1036,應用力學研究大樓,2023-5,131060.79,electricity,kWh
AT1037,工學院綜合大樓,2023-5,316816.29,electricity,kWh
AT2025,研一女,2023-5,15740.97,electricity,kWh
AT2026,研一男,2023-5,61529.19,electricity,kWh
AT5017,男一舍,2023-5,77891.02,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-5,25928.17,electricity,kWh
AT5018,男三舍,2023-5,46456.69,electricity,kWh
AT5019,男五舍,2023-5,26533.72,electricity,kWh
AT5021,男七舍,2023-5,52240.94,electricity,kWh
AT5001,男八舍,2023-5,73649.8,electricity,kWh
AT5002,男六舍,2023-5,38024.93,electricity,kWh
AT2023,大一女舍,2023-5,102297.9,electricity,kWh
AT1004 ,全球變遷中心,2023-5,68164.69,electricity,kWh
AT1011,海洋研究所,2023-5,95500.3,electricity,kWh
AT1005,游泳池,2023-5,17982.07,electricity,kWh
AT1006,舊體育館,2023-5,16490.88,electricity,kWh
AT1009(1),-闈場-,2023-5,3041.36,electricity,kWh
AT1009(2),普通大樓,2023-5,43274.42,electricity,kWh
AT1015,小福樓,2023-5,58514.9,electricity,kWh
AT2007,化學工程館,2023-5,88884.99,electricity,kWh
AT2008,土木館,2023-5,33341.68,electricity,kWh
AT2006,文學院,2023-5,34149,electricity,kWh
AT1002-A,司令台,2023-5,1312.07,electricity,kWh
AT2001,農業陳列館,2023-5,9045.32,electricity,kWh
AT2005(1),校史館,2023-5,11672.65,electricity,kWh
AT2005(2),人類學博物館,2023-5,69696.7,electricity,kWh
AT2005(3),舊總圖,2023-5,20331.49,electricity,kWh
AT2005-1,樂學館,2023-5,9718.64,electricity,kWh
AT1041(1),新南球場,2023-5,6586.85,electricity,kWh
AT1041(2),新月台,2023-5,---,electricity,kWh
AT1041(3),新南停車場,2023-5,---,electricity,kWh
AT1041(4),紅土網球場,2023-5,435.39,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-5,462.47,electricity,kWh
AT2022,女五舍,2023-5,9365.5,electricity,kWh
AT2028,三號館,2023-5,58838.88,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-5,5951.23,electricity,kWh
AT2029,農化二館暨行政大樓,2023-5,28398.75,electricity,kWh
AT2030-B,性別平等教育委員會,2023-5,197.93,electricity,kWh
AT2030-D,物理系液氮機室,2023-5,84.7,electricity,kWh
AT4026,-推廣中心-,2023-5,30684.35,electricity,kWh
AT4026-4,-城鄉所-,2023-5,4401.04,electricity,kWh
AT2004-F,大門口警衛室,2023-5,1184.23,electricity,kWh
AT2015,一號館,2023-5,88220.74,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-5,6787.16,electricity,kWh
AT2015(2),一號館2F,2023-5,25917.45,electricity,kWh
AT2015(3),一號館3F,2023-5,55516.13,electricity,kWh
AT2015-A,動物標本館,2023-5,1145.22,electricity,kWh
AT2016,漁業陳列館,2023-5,519.76,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-5,73.27,electricity,kWh
AT2017,女一舍,2023-5,33834.06,electricity,kWh
AT2018,女三舍,2023-5,30567.02,electricity,kWh
AT2019,女二舍,2023-5,50480.03,electricity,kWh
AT2020,植物病毒研究室,2023-5,1140.72,electricity,kWh
AT2020-C,植物溫室,2023-5,2981.16,electricity,kWh
AT2021,植物標本館,2023-5,4641.16,electricity,kWh
2C_L1,椰林大道路燈前段,2023-5,1759.8,electricity,kWh
AT2018-A,雜工班,2023-5,1837.38,electricity,kWh
AT2027,二號館,2023-5,153795.84,electricity,kWh
AT2027(1),2號館1F,2023-5,8358.68,electricity,kWh
AT2027(2),2號館2F,2023-5,64267.65,electricity,kWh
AT2027(3),2號館3F,2023-5,75955.29,electricity,kWh
AT2030,農化系食品工廠,2023-5,8000.03,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-5,1362.05,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-5,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-5,299.12,electricity,kWh
AT2031(4),職涯中心,2023-5,880.93,electricity,kWh
AT2031(5),學生心理輔導中心,2023-5,99.86,electricity,kWh
AT2031-A,望樂樓,2023-5,5957.99,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-5,12572.74,electricity,kWh
AT2033(2),農化系實驗室,2023-5,27142.5,electricity,kWh
AT2034(2),夜間部大樓,2023-5,0,electricity,kWh
AT2034-B,保管組倉庫,2023-5,152.48,electricity,kWh
AT2034-C,小小福,2023-5,17610.43,electricity,kWh
AT2038-B,舟山路崗亭,2023-5,3083,electricity,kWh
AT2032,行政大樓前棟,2023-5,4854.86,electricity,kWh
AT2032-1,行政大樓後棟,2023-5,35386.32,electricity,kWh
AT2032-A,第一會議室,2023-5,1788.61,electricity,kWh
AT2035,四號館,2023-5,44155.22,electricity,kWh
AT2036,五號館,2023-5,18017.37,electricity,kWh
AT2037(1),農綜館,2023-5,30199.72,electricity,kWh
AT2037(2),植物工廠,2023-5,8835.13,electricity,kWh
AT2038,共同教室,2023-5,51507.32,electricity,kWh
AT2038-A,農產品中心,2023-5,7698.5,electricity,kWh
AT2040,生工系實驗室,2023-5,4161.21,electricity,kWh
AT2041,農化系土壤研究室,2023-5,5300.5,electricity,kWh
AT2042,森林館,2023-5,26548.76,electricity,kWh
AT2043,水工試驗所,2023-5,6071.83,electricity,kWh
AT2044-A,水工試驗所馬達房,2023-5,136.67,electricity,kWh
AT2045,保健中心,2023-5,6684.47,electricity,kWh
AT2046,林產館,2023-5,23012.39,electricity,kWh
AT2047,航空測量館,2023-5,4814.88,electricity,kWh
4B_L1,停車場路燈,2023-5,1768.81,electricity,kWh
AT4029,管理學院教學館,2023-5,36795.12,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-5,4888.77,electricity,kWh
AT4029-B,多功能生活廳,2023-5,---,electricity,kWh
AT2044,水工大樓,2023-5,20483.93,electricity,kWh
AT2048,園藝系花卉館,2023-5,26540.66,electricity,kWh
AT3041,總圖書館,2023-5,483410.53,electricity,kWh
AT3001,資訊工程館,2023-5,229712.11,electricity,kWh
AT3002,-機械臨時工廠-,2023-5,8369.61,electricity,kWh
AT3003(1),電機二館,2023-5,490221.31,electricity,kWh
AT3003(2),聯合研究中心,2023-5,20971.2,electricity,kWh
AT3005,獸醫一館,2023-5,69102.47,electricity,kWh
AT3043,獸醫三館,2023-5,37500.47,electricity,kWh
AT1029,志鴻館,2023-5,---,electricity,kWh
AT1030,機械舊館,2023-5,---,electricity,kWh
3E_L1,振興草坪路燈,2023-5,174.22,electricity,kWh
3E_L2,水杉道路燈,2023-5,0,electricity,kWh
AT2009,綜合教室,2023-5,0,electricity,kWh
AT2010,圖書資訊館,2023-5,15182.04,electricity,kWh
AT2011,第一活動中心,2023-5,104174.78,electricity,kWh
AT2012,農藝館,2023-5,61197.3,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-5,43300.57,electricity,kWh
AT2049(2),圖書館書庫,2023-5,38672.7,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-5,191589.25,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-5,33026.06,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-5,1851.41,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-5,4276.45,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-5,29493.69,electricity,kWh
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-5,1067.26,electricity,kWh
AT3047(7),鄭江樓事務組,2023-5,2336.29,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-5,307.24,electricity,kWh
AT3049,學新館,2023-5,125881.09,electricity,kWh
AT3010,農機館,2023-5,43110.07,electricity,kWh
AT3013,中非大樓,2023-5,2530.06,electricity,kWh
AT3042,博理館,2023-5,158999.62,electricity,kWh
AT3038(1),社會研究所停車場,2023-5,917.99,electricity,kWh
AT3038(2),社會研究所,2023-5,25184.37,electricity,kWh
AT3037-D,-辛亥大門-,2023-5,868.89,electricity,kWh
AT3039(1),國發所停車場,2023-5,1464.81,electricity,kWh
AT3039(2),國家發展所大樓,2023-5,8461.08,electricity,kWh
AT3040(1),新聞所停車場,2023-5,1016.59,electricity,kWh
AT3040(2),新聞所大樓,2023-5,15003.6,electricity,kWh
AT1025,-水產養殖池-,2023-5,3236.07,electricity,kWh
AT1026,漁業科學館,2023-5,46106.03,electricity,kWh
AT1031,計資中心,2023-5,281589.29,electricity,kWh
AT1032,視聽教育館,2023-5,43580.97,electricity,kWh
AT1035,語言大樓,2023-5,85038.46,electricity,kWh
AT3044(1),霖澤館停車場,2023-5,1413.76,electricity,kWh
AT3044(2),霖澤館,2023-5,40539.43,electricity,kWh
AT3046(1),社科院大樓總錶,2023-5,293392.57,electricity,kWh
AT3045(1),萬才館停車場,2023-5,1218.16,electricity,kWh
AT3045(2),萬才館,2023-5,48648.34,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-5,20761.78,electricity,kWh
KT0032-1,水源溫室,2023-5,---,electricity,kWh
KT0021,機械工廠,2023-5,16947.52,electricity,kWh
KT0025,澄思樓,2023-5,6613.37,electricity,kWh
KT0026(1),輔具中心,2023-5,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-5,3.3,electricity,kWh
KT0027,育成大樓(水源),2023-5,110954.17,electricity,kWh
KT0029,行政大樓(水源),2023-5,13862.31,electricity,kWh
KT0041,理化大樓(水源),2023-5,5585.39,electricity,kWh
KT0044,育成C,2023-5,1927,electricity,kWh
KT0045(2),卓越研究大樓,2023-5,368741.69,electricity,kWh
AT4030,學生第二活動中心,2023-5,101356.44,electricity,kWh
AT4030-1,管院二號館,2023-5,47100.26,electricity,kWh
AT4024,展書樓,2023-5,67292.63,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-5,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-5,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-5,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-5,---,electricity,kWh
AT4023,地質系,2023-5,117713.88,electricity,kWh
AT4027-A,幼稚園,2023-5,4654.62,electricity,kWh
AT4016,園藝系造園館,2023-5,4897.28,electricity,kWh
AT4020,食科館,2023-5,47570.5,electricity,kWh
AT4021,園產加工廠,2023-5,20103.69,electricity,kWh
AT4034,食科所食品研發大樓,2023-5,24907.25,electricity,kWh
AT4019,大氣系A、B館,2023-5,29952.76,electricity,kWh
AT4032,園藝系精密溫室,2023-5,29107.43,electricity,kWh
AT4032(1),轉殖溫室,2023-5,16601.31,electricity,kWh
AT4032(2),精密溫室,2023-5,12506.12,electricity,kWh
AT4002,環工所,2023-5,35141.78,electricity,kWh
AT4003,工科海洋系,2023-5,76137.16,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-5,18478.88,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-5,7189.89,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-5,18390.21,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-5,17564.96,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-5,6144.84,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-5,2196.99,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-5,38330.87,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-5,6357.95,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-5,7369.25,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-5,7705.2,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-5,8141.91,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-5,8539.79,electricity,kWh
AT5041,動物醫院,2023-5,97795.98,electricity,kWh
AT5037,動科系,2023-5,123056.5,electricity,kWh
AT5014(3),生技中心,2023-5,109711.91,electricity,kWh
AT5039,昆蟲館,2023-5,11512.83,electricity,kWh
AT5043,土木研究大樓,2023-5,79243.54,electricity,kWh
AT6011(1),環安衛中心,2023-5,17723.13,electricity,kWh
AT6011(2),環工所,2023-5,49109.09,electricity,kWh
AT6015,動物實驗中心,2023-5,183386.43,electricity,kWh
AT3035,國青舍（研三舍）,2023-5,74421.41,electricity,kWh
AT1039,體育館,2023-5,277479.75,electricity,kWh
AT4025,管理學院1號館,2023-5,80254,electricity,kWh
AT4018,地理系,2023-5,25903.44,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-5,5910.57,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-5,669.99,electricity,kWh
AT4018-A(4),浩翰樓,2023-5,60375.99,electricity,kWh
AT4039,立體機車停車場總用電,2023-5,10347.62,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-5,8114.51,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-5,0,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-5,2233.11,electricity,kWh
AT5041-1,獸醫二館,2023-5,52705.94,electricity,kWh
AT4035,明達館,2023-5,82748.04,electricity,kWh
AT4035(1),明達館停車場,2023-5,1095.99,electricity,kWh
AT4035(3),明達2F保管組場地,2023-5,5519.28,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-5,1948.57,electricity,kWh
AT4031(1),生科館停車場,2023-5,1812.31,electricity,kWh
AT4031(3),生科館,2023-5,487111.22,electricity,kWh
AT4038,禮賢樓總用電,2023-5,144213.75,electricity,kWh
BT1010,經研大樓,2023-5,2399.69,electricity,kWh
BT1011,徐州校區國際會議廳,2023-5,629.76,electricity,kWh
BT1012,法學院社科圖書館,2023-5,855.79,electricity,kWh
AT4010,農業試驗場,2023-5,26192.68,electricity,kWh
AT4010-B,種子研究室,2023-5,880.08,electricity,kWh
AT4009-A,人工氣候室,2023-5,116356.49,electricity,kWh
AT1018,數學館,2023-6,18604.94,electricity,kWh
AT1019,新數學研究中心,2023-6,8131.87,electricity,kWh
AT1020,-新生大樓-,2023-6,24835.63,electricity,kWh
AN1022,生化所,2023-6,86124.15,electricity,kWh
AT1023,電機一館,2023-6,57814.2,electricity,kWh
AT1040,化學館,2023-6,364045.08,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-6,11862.19,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-6,352182.89,electricity,kWh
AT1042,積學館,2023-6,267217.88,electricity,kWh
AT1044,博雅館,2023-6,58957.62,electricity,kWh
AT1017,思亮館,2023-6,49165.55,electricity,kWh
AN1024,-原分所-,2023-6,297553.12,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-6,5303.57,electricity,kWh
AT1038(2),凝態物理科學館,2023-6,588002.36,electricity,kWh
AT1033,心理南研究大樓,2023-6,10434.72,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-6,49748.69,electricity,kWh
AT1034,心理系北館,2023-6,41968.82,electricity,kWh
AT1036,應用力學研究大樓,2023-6,150116.21,electricity,kWh
AT1037,工學院綜合大樓,2023-6,326583.88,electricity,kWh
AT2025,研一女,2023-6,16738.82,electricity,kWh
AT2026,研一男,2023-6,64014.9,electricity,kWh
AT5017,男一舍,2023-6,66125.13,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-6,26521.69,electricity,kWh
AT5018,男三舍,2023-6,47140.44,electricity,kWh
AT5019,男五舍,2023-6,26165.34,electricity,kWh
AT5021,男七舍,2023-6,47071.57,electricity,kWh
AT5001,男八舍,2023-6,78972.63,electricity,kWh
AT5002,男六舍,2023-6,39095.48,electricity,kWh
AT2023,大一女舍,2023-6,96052.94,electricity,kWh
AT1004 ,全球變遷中心,2023-6,73007.63,electricity,kWh
AT1011,海洋研究所,2023-6,101404.96,electricity,kWh
AT1005,游泳池,2023-6,16104.75,electricity,kWh
AT1006,舊體育館,2023-6,16077.69,electricity,kWh
AT1009(1),-闈場-,2023-6,3942.65,electricity,kWh
AT1009(2),普通大樓,2023-6,31947.63,electricity,kWh
AT1015,小福樓,2023-6,51104.31,electricity,kWh
AT2007,化學工程館,2023-6,97019.84,electricity,kWh
AT2008,土木館,2023-6,34271.88,electricity,kWh
AT2006,文學院,2023-6,37823.13,electricity,kWh
AT1002-A,司令台,2023-6,1363.79,electricity,kWh
AT2001,農業陳列館,2023-6,8558.81,electricity,kWh
AT2005(1),校史館,2023-6,11954.57,electricity,kWh
AT2005(2),人類學博物館,2023-6,70111.37,electricity,kWh
AT2005(3),舊總圖,2023-6,22444.92,electricity,kWh
AT2005-1,樂學館,2023-6,10821.98,electricity,kWh
AT1041(1),新南球場,2023-6,4908.64,electricity,kWh
AT1041(2),新月台,2023-6,---,electricity,kWh
AT1041(3),新南停車場,2023-6,---,electricity,kWh
AT1041(4),紅土網球場,2023-6,340.89,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-6,503.88,electricity,kWh
AT2022,女五舍,2023-6,8686.44,electricity,kWh
AT2028,三號館,2023-6,66228.07,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-6,6429.78,electricity,kWh
AT2029,農化二館暨行政大樓,2023-6,30635.56,electricity,kWh
AT2030-B,性別平等教育委員會,2023-6,223.44,electricity,kWh
AT2030-D,物理系液氮機室,2023-6,140.37,electricity,kWh
AT4026,-推廣中心-,2023-6,30094.34,electricity,kWh
AT4026-4,-城鄉所-,2023-6,5358.63,electricity,kWh
AT2004-F,大門口警衛室,2023-6,1144.69,electricity,kWh
AT2015,一號館,2023-6,91510.63,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-6,8282.06,electricity,kWh
AT2015(2),一號館2F,2023-6,26751.57,electricity,kWh
AT2015(3),一號館3F,2023-6,56477,electricity,kWh
AT2015-A,動物標本館,2023-6,1211.94,electricity,kWh
AT2016,漁業陳列館,2023-6,1553.27,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-6,69.86,electricity,kWh
AT2017,女一舍,2023-6,36075.39,electricity,kWh
AT2018,女三舍,2023-6,31476.85,electricity,kWh
AT2019,女二舍,2023-6,48179,electricity,kWh
AT2020,植物病毒研究室,2023-6,1263.59,electricity,kWh
AT2020-C,植物溫室,2023-6,3052.89,electricity,kWh
AT2021,植物標本館,2023-6,4802.25,electricity,kWh
2C_L1,椰林大道路燈前段,2023-6,1579,electricity,kWh
AT2018-A,雜工班,2023-6,2611.93,electricity,kWh
AT2027,二號館,2023-6,177575.17,electricity,kWh
AT2027(1),2號館1F,2023-6,9813.65,electricity,kWh
AT2027(2),2號館2F,2023-6,63811.89,electricity,kWh
AT2027(3),2號館3F,2023-6,79168.75,electricity,kWh
AT2030,農化系食品工廠,2023-6,8990.22,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-6,1168.26,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-6,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-6,294.99,electricity,kWh
AT2031(4),職涯中心,2023-6,877.54,electricity,kWh
AT2031(5),學生心理輔導中心,2023-6,96.85,electricity,kWh
AT2031-A,望樂樓,2023-6,6921.35,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-6,12611.64,electricity,kWh
AT2033(2),農化系實驗室,2023-6,28472.79,electricity,kWh
AT2034(2),夜間部大樓,2023-6,0,electricity,kWh
AT2034-B,保管組倉庫,2023-6,103.22,electricity,kWh
AT2034-C,小小福,2023-6,17231.96,electricity,kWh
AT2038-B,舟山路崗亭,2023-6,2971.72,electricity,kWh
AT2032,行政大樓前棟,2023-6,6297.14,electricity,kWh
AT2032-1,行政大樓後棟,2023-6,39061.58,electricity,kWh
AT2032-A,第一會議室,2023-6,1541.26,electricity,kWh
AT2035,四號館,2023-6,43567.66,electricity,kWh
AT2036,五號館,2023-6,18627.14,electricity,kWh
AT2037(1),農綜館,2023-6,32123.08,electricity,kWh
AT2037(2),植物工廠,2023-6,8547.37,electricity,kWh
AT2038,共同教室,2023-6,39457.56,electricity,kWh
AT2038-A,農產品中心,2023-6,7971.38,electricity,kWh
AT2040,生工系實驗室,2023-6,4490.74,electricity,kWh
AT2041,農化系土壤研究室,2023-6,5893.46,electricity,kWh
AT2042,森林館,2023-6,30845.06,electricity,kWh
AT2043,水工試驗所,2023-6,6330.78,electricity,kWh
AT2044-A,水工試驗所馬達房,2023-6,129.69,electricity,kWh
AT2045,保健中心,2023-6,7453.75,electricity,kWh
AT2046,林產館,2023-6,26506.07,electricity,kWh
AT2047,航空測量館,2023-6,6376.91,electricity,kWh
4B_L1,停車場路燈,2023-6,1766.72,electricity,kWh
AT4029,管理學院教學館,2023-6,36502.98,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-6,6928.62,electricity,kWh
AT4029-B,多功能生活廳,2023-6,---,electricity,kWh
AT2044,水工大樓,2023-6,24124.66,electricity,kWh
AT2048,園藝系花卉館,2023-6,26829.62,electricity,kWh
AT3041,總圖書館,2023-6,552186.72,electricity,kWh
AT3001,資訊工程館,2023-6,224396.31,electricity,kWh
AT3002,-機械臨時工廠-,2023-6,4742.38,electricity,kWh
AT3003(1),電機二館,2023-6,501241.88,electricity,kWh
AT3003(2),聯合研究中心,2023-6,20485.58,electricity,kWh
AT3005,獸醫一館,2023-6,72969,electricity,kWh
AT3043,獸醫三館,2023-6,39804.37,electricity,kWh
AT1029,志鴻館,2023-6,---,electricity,kWh
AT1030,機械舊館,2023-6,---,electricity,kWh
3E_L1,振興草坪路燈,2023-6,166.83,electricity,kWh
3E_L2,水杉道路燈,2023-6,0,electricity,kWh
AT2009,綜合教室,2023-6,0,electricity,kWh
AT2010,圖書資訊館,2023-6,15733.95,electricity,kWh
AT2011,第一活動中心,2023-6,90056.41,electricity,kWh
AT2012,農藝館,2023-6,64164.15,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-6,34727.07,electricity,kWh
AT2049(2),圖書館書庫,2023-6,45900.73,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-6,191528.59,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-6,31099.49,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-6,1871.83,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-6,4067.56,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-6,30796.62,electricity,kWh
